Date,SPX,GLD,USO,SLV,EUR/USD
1/14/2010,1148.459961,1120.29999,39.060001,18.309999,1.44999
1/15/2010,1136.030029,1108.60001,38.400002,18.049999,1.439097
1/19/2010,1150.22998,1115.19997,38.93,18.450001,1.428102
1/20/2010,1138.040039,1089.40002,37.889999,17.57,1.411034
1/21/2010,1116.47998,1073.70003,37.240002,17.07,1.409702
1/22/2010,1091.76001,1071.69998,36.34,16.780001,1.414107
1/25/2010,1096.780029,1074.80003,36.810001,16.83,1.415008
1/26/2010,1092.170044,1075.59998,36.5,16.43,1.408232
1/27/2010,1097.5,1065.29999,36.080002,16.26,1.403095
1/28/2010,1084.530029,1064.80003,36.16,15.92,1.396804
1/29/2010,1073.869995,1059.59999,35.639999,15.9,1.386693
2/1/2010,1089.189941,1083.49998,36.720001,16.360001,1.392699
2/2/2010,1103.319946,1091.29997,37.529999,16.35,1.397624
2/3/2010,1097.280029,1086.99997,37.650002,16.07,1.390105
2/4/2010,1063.109985,1043.70003,35.799999,15.04,1.374495
2/5/2010,1066.189941,1046.8,35.209999,14.9,1.368008
2/8/2010,1056.73999,1040.40001,35.09,14.75,1.365467
2/9/2010,1070.52002,1054.10004,36.209999,15.12,1.378208
2/10/2010,1068.130005,1051.20003,36.509998,14.95,1.375327
2/11/2010,1078.469971,1071.29997,36.779999,15.37,1.368176
2/12/2010,1075.51001,1070.40001,36.310001,15.24,1.363494
2/16/2010,1094.869995,1096.20003,37.790001,15.82,1.376709
2/17/2010,1099.51001,1092.5,37.970001,15.74,1.360692
2/18/2010,1106.75,1099.80003,38.73,15.88,1.346149
2/19/2010,1109.170044,1094.70001,39.09,15.97,1.361507
2/22/2010,1108.01001,1090.7,39.029999,15.9,1.360563
2/23/2010,1094.599976,1078.89999,38.330002,15.57,1.352704
2/24/2010,1105.23999,1073.60001,38.990002,15.62,1.354316
2/25/2010,1102.939941,1083.09998,38.110001,15.77,1.353601
2/26/2010,1104.48999,1094.3,38.82,16.07,1.363104
3/1/2010,1115.709961,1094.3,38.349998,16.110001,1.356208
3/2/2010,1118.310059,1110.19997,38.799999,16.559999,1.362064
3/3/2010,1118.790039,1116.29997,39.400002,16.82,1.370163
3/4/2010,1122.969971,1108.30002,39.150002,16.790001,1.3584
3/5/2010,1138.699951,1108.09998,39.849998,17.01,1.362899
3/8/2010,1138.5,1098.79997,39.790001,16.889999,1.361693
3/9/2010,1140.449951,1097.20001,39.549999,16.92,1.360692
3/10/2010,1145.609985,1084.70001,39.900002,16.66,1.364331
3/11/2010,1150.23999,1085.99998,40.049999,16.809999,1.368532
3/12/2010,1149.98999,1079.49997,39.509998,16.76,1.376993
3/15/2010,1150.51001,1083.60001,38.830002,16.74,1.367746
3/16/2010,1159.459961,1104.00002,39.790001,17.049999,1.376879
3/17/2010,1166.209961,1095.89996,40.23,17.08,1.373834
3/18/2010,1165.829956,1103.39996,39.919998,17.08,1.361396
3/19/2010,1159.900024,1082.79999,39.200001,16.65,1.353693
3/22/2010,1165.810059,1077.5,39.560001,16.6,1.356705
3/23/2010,1174.170044,1083.2,39.700001,16.719999,1.346801
3/24/2010,1167.719971,1063.00003,38.939999,16.290001,1.333102
3/25/2010,1165.72998,1067.79999,38.900002,16.32,1.330707
3/26/2010,1166.589966,1085.89996,38.830002,16.610001,1.341004
3/29/2010,1173.219971,1087.5,39.959999,17.040001,1.342408
3/30/2010,1173.27002,1079.70001,39.950001,16.950001,1.350804
3/31/2010,1169.430054,1089.49997,40.290001,17.139999,1.3584
4/1/2010,1178.099976,1102.60002,41.240002,17.540001,1.350494
4/5/2010,1187.439941,1108.89999,42.07,17.75,1.340195
4/6/2010,1189.439941,1110.29999,42.02,17.610001,1.334846
4/7/2010,1182.449951,1124.89998,41.52,17.77,1.336112
4/8/2010,1186.439941,1126.50002,41.439999,17.719999,1.350093
4/12/2010,1196.47998,1130.10002,40.93,17.799999,1.360859
4/13/2010,1197.300049,1126.90002,40.889999,17.84,1.365598
4/14/2010,1210.650024,1130.29999,41.759998,18.07,1.357405
4/15/2010,1211.670044,1136.50002,41.709999,18.07,1.350402
4/19/2010,1197.52002,1111.50002,40.110001,17.379999,1.343508
4/20/2010,1207.170044,1114.59999,40.299999,17.48,1.338993
4/21/2010,1205.939941,1123.09998,40.27,17.77,1.326999
4/22/2010,1208.670044,1118.39996,40.299999,17.639999,1.338401
4/26/2010,1212.050049,1127.5,40.349998,17.93,1.317072
4/27/2010,1183.709961,1146.29997,39.369999,17.879999,1.321283
4/28/2010,1191.359985,1143.09998,39.970001,17.75,1.326295
4/29/2010,1206.780029,1142.79999,41.040001,18.139999,1.329805
5/3/2010,1202.26001,1157.30003,41.459999,18.42,1.296395
5/4/2010,1173.599976,1148.70003,39.700001,17.59,1.281493
5/5/2010,1165.869995,1150.89996,38.310001,17.110001,1.263296
5/6/2010,1128.150024,1184.89998,36.959999,17.32,1.275608
5/10/2010,1159.72998,1175.7,37.23,18.110001,1.262993
5/11/2010,1155.790039,1206.60004,36.759998,18.950001,1.263903
5/12/2010,1171.670044,1214.00002,36.77,19.120001,1.254107
5/13/2010,1157.439941,1205.59998,36.130001,18.99,1.236002
5/17/2010,1136.939941,1193.60001,33.880001,18.530001,1.217893
5/18/2010,1120.800049,1194.89998,33.470001,18.57,1.239342
5/19/2010,1115.050049,1166.29997,33.509998,17.870001,1.247894
5/20/2010,1071.589966,1158.39996,32.200001,17.35,1.256708
5/24/2010,1073.650024,1168.39996,32.169998,17.559999,1.234598
5/25/2010,1074.030029,1173.60001,31.85,17.540001,1.2173
5/26/2010,1067.949951,1184.70001,32.59,17.74,1.234797
5/27/2010,1103.060059,1186.90002,34.310001,18.120001,1.227401
6/1/2010,1070.709961,1199.10004,33.18,18.02,1.2239
6/2/2010,1098.380005,1197.79999,33.790001,17.98,1.216945
6/3/2010,1102.829956,1179.59999,34.259998,17.639999,1.197103
6/7/2010,1050.469971,1214.89998,32.59,17.809999,1.197203
6/8/2010,1062,1210,33.189999,17.889999,1.199199
6/9/2010,1055.689941,1205.59998,33.950001,17.76,1.210903
6/10/2010,1086.839966,1189.70001,34.77,17.860001,1.211402
6/14/2010,1089.630005,1195.99998,34.330002,17.860001,1.231906
6/15/2010,1115.22998,1209.89998,35.23,18.190001,1.231194
6/16/2010,1114.609985,1203.30002,35.490002,18.08,1.238206
6/17/2010,1116.040039,1219.00002,35.139999,18.33,1.239296
6/21/2010,1113.199951,1203.89999,35.330002,18.33,1.227506
6/22/2010,1095.310059,1214.49997,35,18.42,1.231906
6/23/2010,1092.040039,1209.49997,34.240002,18.18,1.233745
6/24/2010,1073.689941,1213.00003,34.389999,18.26,1.237302
6/28/2010,1074.569946,1210.89996,35.209999,18.379999,1.218635
6/29/2010,1041.23999,1212.69997,34.169998,18.129999,1.223002
6/30/2010,1030.709961,1216.8,33.959999,18.209999,1.25075
7/1/2010,1027.369995,1170.40001,32.869999,17.440001,1.257103
7/6/2010,1028.060059,1165.10002,32.610001,17.4,1.263312
7/7/2010,1060.27002,1177.30003,33.650002,17.65,1.269406
7/8/2010,1070.25,1172.09999,34.23,17.610001,1.264398
7/12/2010,1078.75,1173.39996,33.779999,17.620001,1.272087
7/13/2010,1095.339966,1183.60001,34.740002,17.82,1.274048
7/14/2010,1095.170044,1183.00003,34.66,17.959999,1.292858
7/15/2010,1096.47998,1182.30003,34.580002,17.950001,1.293193
7/19/2010,1071.25,1157.30003,34.459999,17.27,1.289308
7/20/2010,1083.47998,1166.50002,34.82,17.33,1.276797
7/21/2010,1069.589966,1158.49998,34.200001,17.309999,1.290306
7/22/2010,1093.670044,1168.60001,35.419998,17.709999,1.291306
7/26/2010,1115.01001,1155.19997,35.349998,17.780001,1.299089
7/27/2010,1113.839966,1135.10002,34.669998,17.299999,1.299224
7/28/2010,1106.130005,1137.79999,34.360001,17.16,1.307805
7/29/2010,1101.530029,1142.90001,35.060001,17.24,1.3039
8/2/2010,1125.859985,1155.40001,36.48,17.959999,1.322506
8/3/2010,1120.459961,1159.89998,36.91,18.02,1.322506
8/4/2010,1127.23999,1167.20001,36.900002,17.93,1.315807
8/5/2010,1125.810059,1169.80003,36.709999,17.959999,1.318131
8/9/2010,1127.790039,1174.00002,36.529999,17.959999,1.322996
8/10/2010,1121.060059,1177.30003,35.869999,17.969999,1.318496
8/11/2010,1089.469971,1173.39996,34.740002,17.530001,1.284406
8/12/2010,1083.609985,1187.69997,33.919998,17.690001,1.282989
8/16/2010,1079.380005,1197.30003,33.610001,18,1.281197
8/17/2010,1092.540039,1197.5,33.869999,18.120001,1.287996
8/18/2010,1094.160034,1202.20001,33.68,18.02,1.285645
8/19/2010,1075.630005,1203.89999,33.25,17.92,1.280803
8/23/2010,1067.359985,1197.79999,32.43,17.610001,1.263504
8/24/2010,1051.869995,1203.60001,31.77,17.99,1.263296
8/25/2010,1055.329956,1213.60001,32.369999,18.540001,1.2664
8/26/2010,1047.219971,1209.59999,32.619999,18.59,1.270648
8/30/2010,1048.920044,1209.10004,33.02,18.629999,1.266592
8/31/2010,1049.329956,1220.80002,31.92,18.93,1.26873
9/1/2010,1080.290039,1216.90002,32.950001,18.959999,1.280295
9/2/2010,1090.099976,1222.90001,33.389999,19.280001,1.282594
9/7/2010,1091.839966,1226.99997,32.77,19.360001,1.267797
9/8/2010,1098.869995,1227.09999,33.139999,19.5,1.273204
9/9/2010,1104.180054,1215.59998,32.889999,19.32,1.269309
9/13/2010,1121.900024,1216.20003,34.029999,19.540001,1.2872
9/14/2010,1121.099976,1240.19997,33.889999,20.049999,1.299174
9/15/2010,1125.069946,1239.40002,33.490002,20.17,1.301507
9/16/2010,1124.660034,1246.29997,32.98,20.35,1.3076
9/20/2010,1142.709961,1248.70003,33.220001,20.290001,1.306694
9/21/2010,1139.780029,1260.10002,32.650002,20.59,1.325697
9/22/2010,1134.280029,1261.99997,32.580002,20.709999,1.3391
9/23/2010,1124.829956,1263.00003,32.669998,20.66,1.331913
9/27/2010,1142.160034,1267.20001,33.240002,20.99,1.343905
9/28/2010,1147.699951,1278.49998,33.189999,21.290001,1.357092
9/29/2010,1144.72998,1279.49997,33.939999,21.4,1.362806
9/30/2010,1141.199951,1279.10004,34.84,21.309999,1.362212
10/4/2010,1137.030029,1284.60007,35.59,21.51,1.367409
10/5/2010,1160.75,1309.90005,36.09,22.34,1.383394
10/6/2010,1159.969971,1318.09998,36.279999,22.690001,1.392002
10/7/2010,1158.060059,1303.69995,35.459999,22.02,1.392796
10/11/2010,1165.319946,1322.89993,35.599998,22.780001,1.388021
10/12/2010,1169.77002,1319.60007,35.650002,22.84,1.391692
10/13/2010,1178.099976,1340.70007,36.16,23.49,1.396726
10/14/2010,1173.810059,1347.5,36,24.030001,1.407202
10/18/2010,1184.709961,1342.79999,36.279999,23.959999,1.393592
10/19/2010,1165.900024,1301.10001,34.619999,22.84,1.373909
10/20/2010,1178.170044,1313.20007,35.59,23.33,1.396317
10/21/2010,1180.26001,1294.70001,34.849998,22.59,1.391692
10/25/2010,1185.619995,1308.50006,35.57,23.1,1.394895
10/26/2010,1185.640015,1308.80005,35.68,23.280001,1.385425
10/27/2010,1182.449951,1295.20004,35.419998,23.07,1.377809
10/28/2010,1183.780029,1312.40005,35.389999,23.43,1.377809
11/1/2010,1184.380005,1319.19998,35.810001,24.07,1.397507
11/2/2010,1193.569946,1324.90005,36.27,24.309999,1.391091
11/3/2010,1197.959961,1315.70007,36.740002,24.25,1.403607
11/4/2010,1221.060059,1360.29999,37.490002,25.629999,1.412729
11/5/2010,1225.849976,1363.80005,37.650002,26.200001,1.422799
11/8/2010,1223.25,1377.79999,37.529999,27.15,1.407578
11/9/2010,1213.400024,1355.89996,37.049999,26.18,1.386963
11/10/2010,1218.709961,1372.40005,38.040001,26.719999,1.377202
11/11/2010,1213.540039,1376.60004,37.84,27.110001,1.377562
11/12/2010,1199.209961,1336.90002,36.470001,25.52,1.362101
11/15/2010,1197.75,1324.19998,36.5,24.93,1.369319
11/16/2010,1178.339966,1309.70001,35.450001,24.93,1.357478
11/17/2010,1178.589966,1303.80005,34.73,25,1.349054
11/18/2010,1196.689941,1320.89996,35.5,26.35,1.355399
11/19/2010,1199.72998,1321.99997,35.220001,26.74,1.365728
11/22/2010,1197.839966,1334.79996,35.049999,27.17,1.374438
11/23/2010,1180.72998,1344.10004,34.950001,26.870001,1.360193
11/24/2010,1198.349976,1341.79993,36.080002,26.940001,1.338634
11/26/2010,1189.400024,1331.10001,35.970001,26.129999,1.333974
11/29/2010,1187.76001,1335.09995,36.779999,26.549999,1.323802
11/30/2010,1180.550049,1354.19998,36.040001,27.440001,1.310393
12/1/2010,1206.069946,1353.80005,37.200001,27.809999,1.299207
12/2/2010,1221.530029,1351.99997,37.77,27.93,1.312491
12/3/2010,1224.709961,1380.70007,38.310001,28.6,1.321598
12/6/2010,1223.119995,1391.10001,38.220001,29.51,1.341598
12/7/2010,1223.75,1365,37.799999,28.08,1.328692
12/8/2010,1228.280029,1347.89993,37.959999,27.700001,1.324468
12/9/2010,1233,1353.69995,37.939999,28.030001,1.325082
12/10/2010,1240.400024,1354.10004,37.66,27.98,1.324205
12/13/2010,1240.459961,1360.50003,37.889999,28.870001,1.319714
12/14/2010,1241.589966,1361.79993,37.900002,28.809999,1.339549
12/15/2010,1235.22998,1346.99997,37.990002,28.08,1.336095
12/16/2010,1242.869995,1338.09998,37.77,28.280001,1.322401
12/17/2010,1243.910034,1341.99997,37.810001,28.51,1.323995
12/20/2010,1247.079956,1351.10001,38.049999,28.709999,1.3165
12/21/2010,1254.599976,1353.20007,38.290001,28.639999,1.311802
12/22/2010,1258.839966,1350.50003,38.639999,28.57,1.309003
12/23/2010,1256.77002,1346.60004,38.98,28.610001,1.311544
12/27/2010,1257.540039,1350.20004,38.709999,28.59,1.307976
12/28/2010,1258.51001,1372.20001,38.91,29.530001,1.318965
12/29/2010,1259.780029,1377.10007,38.82,29.870001,1.308627
12/30/2010,1257.880005,1370.29999,38.119999,29.76,1.322454
12/31/2010,1257.640015,1387.20001,39,30.18,1.330123
1/3/2011,1271.869995,1380,39.049999,29.98,1.335791
1/4/2011,1270.199951,1347.5,38.080002,29.08,1.335684
1/5/2011,1276.560059,1343.69995,38.52,28.610001,1.332108
1/6/2011,1273.849976,1338.30002,37.68,28.42,1.315686
1/7/2011,1271.5,1335.80002,37.669998,28.1,1.297993
1/10/2011,1269.75,1341.19995,38.169998,28.290001,1.289507
1/11/2011,1274.47998,1349.10004,38.880001,28.889999,1.296496
1/12/2011,1285.959961,1354.60007,38.990002,29,1.298398
1/13/2011,1283.76001,1340.50003,38.650002,28,1.312836
1/14/2011,1293.23999,1326.90002,38.919998,27.74,1.335327
1/18/2011,1295.02002,1334.29993,38.73,28.15,1.328392
1/19/2011,1281.920044,1337.20001,38.540001,28.08,1.337811
1/20/2011,1280.26001,1311.99997,37.57,26.85,1.345207
1/21/2011,1283.349976,1310.29999,37.509998,26.83,1.346801
1/24/2011,1290.839966,1303.60001,36.93,26.360001,1.361953
1/25/2011,1291.180054,1301.00006,36.27,26.23,1.364405
1/26/2011,1296.630005,1311.60004,36.849998,26.889999,1.368607
1/27/2011,1299.540039,1279.3,35.939999,26.290001,1.371009
1/28/2011,1276.339966,1302.79999,37.580002,27.299999,1.372307
1/31/2011,1286.119995,1298.69995,38.610001,27.389999,1.357276
2/1/2011,1307.589966,1308.00003,38.07,27.870001,1.371385
2/2/2011,1304.030029,1304.49997,38.18,27.690001,1.382992
2/3/2011,1307.099976,1321.99997,38.09,28.290001,1.381788
2/4/2011,1310.869995,1316.60004,37.34,28.4,1.362454
2/7/2011,1319.050049,1316.79993,36.66,28.66,1.357497
2/8/2011,1324.569946,1331.39999,36.639999,29.639999,1.359194
2/9/2011,1320.880005,1330.70007,36.5,29.52,1.362695
2/10/2011,1321.869995,1328.50006,36.540001,29.459999,1.3721
2/11/2011,1329.150024,1323.20007,36.049999,29.209999,1.360193
2/14/2011,1332.319946,1329.49997,35.880001,29.959999,1.351004
2/15/2011,1328.01001,1339.70001,35.389999,30,1.348109
2/16/2011,1336.319946,1341.00006,35.529999,29.959999,1.349856
2/17/2011,1340.430054,1350.39993,36.060001,31.030001,1.357534
2/18/2011,1343.01001,1354.10004,36.360001,31.790001,1.362602
2/22/2011,1315.439941,1362.89993,38.490002,32.259998,1.368232
2/23/2011,1307.400024,1375.09995,39.799999,32.709999,1.367372
2/24/2011,1306.099976,1364.79996,38.970001,31.200001,1.376406
2/25/2011,1319.880005,1373.80005,39.68,32.560001,1.381998
2/28/2011,1327.219971,1376.60004,39.189999,33.110001,1.373438
3/1/2011,1306.329956,1400.29999,40.48,33.869999,1.382151
3/2/2011,1308.439941,1399.19998,41.389999,33.84,1.377183
3/3/2011,1330.969971,1380.89996,41.18,33.419998,1.386655
3/4/2011,1321.150024,1393.50006,42.330002,34.689999,1.395888
3/7/2011,1310.130005,1397.20001,42.369999,35.23,1.399071
3/8/2011,1321.819946,1393.60001,42.310001,35.18,1.396394
3/9/2011,1320.02002,1394.10004,42.049999,35.27,1.389796
3/10/2011,1295.109985,1377.70004,41.400002,34.360001,1.390221
3/11/2011,1304.280029,1382.20001,40.689999,35.029999,1.380129
3/14/2011,1296.390015,1388.60001,40.91,35.009998,1.393456
3/15/2011,1281.869995,1362.70004,39.389999,33.610001,1.399208
3/16/2011,1256.880005,1362.40005,39.68,33.369999,1.398621
3/17/2011,1273.719971,1369.70001,40.689999,33.509998,1.388484
3/18/2011,1279.209961,1383.69995,40.970001,34.27,1.403292
3/21/2011,1298.380005,1391.39999,41.130001,35.299999,1.417053
3/22/2011,1293.77002,1390.50003,41.93,35.540001,1.421707
3/23/2011,1297.540039,1403.39996,42.110001,36.470001,1.416812
3/24/2011,1309.660034,1392.20001,42.049999,36.119999,1.410596
3/25/2011,1313.800049,1392.59995,42.18,36.389999,1.417193
3/28/2011,1310.189941,1385.39993,41.419998,36.189999,1.407975
3/29/2011,1319.439941,1382.10007,41.830002,36.169998,1.411114
3/30/2011,1328.26001,1386.69998,41.66,36.529999,1.41213
3/31/2011,1325.829956,1398.60001,42.599998,36.77,1.415869
4/4/2011,1332.869995,1398.39996,43.259998,37.580002,1.42201
4/5/2011,1332.630005,1420.50003,43.099998,38.34,1.421909
4/6/2011,1335.540039,1423.80005,43.369999,38.619999,1.433527
4/7/2011,1333.51001,1425.09995,43.990002,38.73,1.430206
4/11/2011,1324.459961,1426.39999,43.639999,39.209999,1.443793
4/12/2011,1314.160034,1416.10001,42.299999,39.09,1.447639
4/13/2011,1314.410034,1418.99994,42.75,39.57,1.44421
4/14/2011,1314.52002,1438.09998,43.279999,41.07,1.44321
4/18/2011,1305.140015,1459.29993,42.880001,42.419998,1.422394
4/19/2011,1312.619995,1459.29993,42.950001,43,1.433795
4/20/2011,1330.359985,1465,44.220001,44.119999,1.4514
4/21/2011,1337.380005,1467.40005,44.57,45.540001,1.455498
4/25/2011,1335.25,1468.69995,44.529999,45.830002,1.457896
4/26/2011,1347.23999,1463.80005,44.48,44.029999,1.468795
4/27/2011,1355.660034,1491.99997,45.02,47,1.478
4/28/2011,1360.47998,1498.20007,44.830002,47.259998,1.484406
5/2/2011,1361.219971,1504.10004,44.93,42.830002,1.482382
5/3/2011,1356.619995,1498.80005,44.080002,40.580002,1.483327
5/4/2011,1347.319946,1477.29996,43.259998,38.27,1.482975
5/5/2011,1335.099976,1434.70001,39.32,33.720001,1.45444
5/9/2011,1346.290039,1473.80005,40.869999,36.98,1.437608
5/10/2011,1357.160034,1478.99994,41.080002,37.52,1.441109
5/11/2011,1342.079956,1465.39993,39.349998,34.389999,1.4211
5/12/2011,1348.650024,1465.89996,39.279999,33.32,1.423792
5/16/2011,1329.469971,1453.69995,38.509998,32.849998,1.415809
5/17/2011,1328.97998,1447.40005,38.549999,33.09,1.4269
5/18/2011,1340.680054,1456.00006,39.5,34.23,1.425517
5/19/2011,1343.599976,1456.49994,39.07,34.259998,1.431619
5/23/2011,1317.369995,1478.30002,38.470001,34.27,1.403666
5/24/2011,1316.280029,1485.89996,39.279999,35.77,1.4099
5/25/2011,1320.469971,1485.80002,39.93,36.919998,1.40849
5/26/2011,1325.689941,1482.20001,39.599998,36.509998,1.413507
5/31/2011,1345.199951,1496.39999,40.5,37.599998,1.442793
6/1/2011,1314.550049,1499.10004,39.52,35.75,1.434494
6/2/2011,1312.939941,1495,39.68,35.290001,1.448604
6/6/2011,1286.170044,1504.79996,39,35.709999,1.4583
6/7/2011,1284.939941,1504.19998,39.049999,36.119999,1.468601
6/8/2011,1279.560059,1498.09998,39.849998,36.029999,1.460195
6/9/2011,1289,1505.59998,40.139999,36.669998,1.451568
6/13/2011,1271.829956,1477.70004,38.259998,33.869999,1.441691
6/14/2011,1287.869995,1486.69998,39.099998,34.669998,1.445003
6/15/2011,1265.420044,1491.19995,37.580002,34.880001,1.418198
6/16/2011,1267.640015,1489.70001,37.419998,34.650002,1.41991
6/20/2011,1278.359985,1500.29999,36.720001,35.09,1.432542
6/21/2011,1295.52002,1507.59995,36.790001,35.509998,1.438166
6/22/2011,1287.140015,1509.90005,37.099998,35.5,1.431434
6/23/2011,1283.5,1483.39996,36.009998,34.369999,1.427002
6/27/2011,1280.099976,1457.29996,35.639999,32.630001,1.43168
6/28/2011,1296.670044,1462.40005,36.419998,33,1.435791
6/29/2011,1307.410034,1471.79993,37.23,34.009998,1.44789
6/30/2011,1320.640015,1460,37.240002,33.84,1.449695
7/5/2011,1337.880005,1476.30005,37.959999,34.630001,1.442814
7/6/2011,1339.219971,1489.10004,37.889999,35.099998,1.433158
7/7/2011,1353.219971,1491.49994,38.610001,35.5,1.436451
7/11/2011,1319.48999,1515.89996,37.290001,34.900002,1.40406
7/12/2011,1313.640015,1527.70004,37.93,35.200001,1.396902
7/13/2011,1317.719971,1541.39999,38.349998,37.23,1.423427
7/14/2011,1308.869995,1545.39993,37.549999,37.41,1.415729
7/18/2011,1305.439941,1565.70007,37.59,39.470001,1.411194
7/19/2011,1326.72998,1546.60004,38.25,38.009998,1.417294
7/20/2011,1325.839966,1560.20004,38.400002,39.119999,1.427002
7/21/2011,1343.800049,1548.30002,38.720001,38.310001,1.442003
7/25/2011,1337.430054,1573.39996,38.68,39.310001,1.437153
7/26/2011,1331.939941,1577.70004,38.810001,39.889999,1.45081
7/27/2011,1304.890015,1571.90002,37.970001,39.169998,1.437298
7/28/2011,1300.670044,1573.20007,37.91,38.759998,1.433199
8/1/2011,1286.939941,1577.20001,37.200001,38.290001,1.426208
8/2/2011,1254.050049,1615.20004,36.400002,39.82,1.417334
8/3/2011,1260.339966,1614.90005,35.860001,40.549999,1.435297
8/4/2011,1200.069946,1606.39999,33.73,37.610001,1.406707
8/8/2011,1119.459961,1671.19995,31.51,37.970001,1.417073
8/9/2011,1172.530029,1686.10001,31.620001,36.32,1.438311
8/10/2011,1120.76001,1745.80002,31.780001,38.439999,1.412469
8/11/2011,1172.640015,1707.5,33.299999,37.799999,1.422637
8/15/2011,1204.48999,1718.00003,34.220001,38.669998,1.443835
8/16/2011,1192.76001,1739.19998,33.830002,39.029999,1.439802
8/17/2011,1193.890015,1744.19998,34.009998,39.330002,1.442918
8/18/2011,1140.650024,1777.20001,31.719999,39.66,1.432439
8/22/2011,1123.819946,1845.89996,32.720001,42.630001,1.436101
8/23/2011,1162.349976,1776.69998,33.419998,40.630001,1.44371
8/24/2011,1177.599976,1716.49994,33.080002,38.830002,1.441234
8/25/2011,1159.27002,1723.60001,32.970001,40,1.437298
8/29/2011,1210.079956,1738.89999,33.959999,39.720001,1.452433
8/30/2011,1212.920044,1791.00006,34.439999,40.400002,1.443314
8/31/2011,1218.890015,1777.20001,34.509998,40.450001,1.437463
9/1/2011,1204.420044,1778.69995,34.470001,40.52,1.426208
9/6/2011,1165.23999,1828.99994,33.59,41.049999,1.400325
9/7/2011,1198.619995,1770.80002,34.689999,40.529999,1.40857
9/8/2011,1185.900024,1818.09998,34.459999,41.220001,1.390414
9/12/2011,1162.27002,1766.69998,34.419998,39.139999,1.366027
9/13/2011,1172.869995,1785.39993,34.849998,39.869999,1.368607
9/14/2011,1188.680054,1772.10007,34.34,39.599998,1.374608
9/15/2011,1209.109985,1743.99994,34.599998,38.790001,1.386905
9/19/2011,1204.089966,1733.09998,33.290001,38.650002,1.360563
9/20/2011,1202.089966,1757.79999,33.43,38.830002,1.369394
9/21/2011,1166.76001,1735.89996,32.919998,38.560001,1.358603
9/22/2011,1129.560059,1690.50003,31.129999,34.919998,1.34809
9/26/2011,1162.949951,1575.80002,31.469999,29.77,1.351808
9/27/2011,1175.380005,1606.30005,32.369999,31.17,1.358234
9/28/2011,1151.060059,1562.20001,31.25,28.870001,1.353766
9/29/2011,1160.400024,1576.99997,31.969999,29.959999,1.358585
10/3/2011,1099.22998,1609.60007,29.74,29.49,1.319505
10/4/2011,1123.949951,1576.39999,29.91,29.09,1.333013
10/5/2011,1144.030029,1594.60007,30.84,29.66,1.333992
10/6/2011,1164.969971,1604.90005,31.98,31.200001,1.342895
10/10/2011,1194.890015,1632.70004,33.240002,31.26,1.36355
10/11/2011,1195.540039,1621.00006,33.009998,31.379999,1.364573
10/12/2011,1207.25,1632.59995,32.919998,31.77,1.379196
10/13/2011,1203.660034,1623.00003,32.650002,30.940001,1.373551
10/17/2011,1200.859985,1626.19995,33.43,31.040001,1.3744
10/18/2011,1225.380005,1618.39996,34.150002,31.33,1.374004
10/19/2011,1209.880005,1598.69995,33.310001,30.23,1.3765
10/20/2011,1215.390015,1577.70004,33.330002,29.73,1.377904
10/24/2011,1254.189941,1610.20004,35.380001,30.870001,1.392234
10/25/2011,1229.050049,1655.89996,35.799999,32.43,1.390453
10/26/2011,1242,1673.99994,35.060001,32.5,1.387694
10/27/2011,1284.589966,1695.50003,36.209999,34.099998,1.417394
10/31/2011,1253.300049,1673.39996,35.740002,33.439999,1.414007
11/1/2011,1218.280029,1673.80005,35.200001,32.330002,1.386001
11/2/2011,1237.900024,1690.59998,35.669998,33.25,1.365598
11/3/2011,1261.150024,1717.20001,36.32,33.619999,1.369
11/4/2011,1253.22998,1708.50006,36.459999,33.200001,1.382992
11/7/2011,1261.119995,1749.79996,37.09,34.080002,1.37893
11/8/2011,1275.920044,1735.29999,37.43,34,1.376008
11/9/2011,1229.099976,1720.70007,37,33.099998,1.382648
11/10/2011,1239.699951,1711.39999,37.720001,33.139999,1.352667
11/11/2011,1263.849976,1739.60007,38.209999,33.740002,1.361007
11/14/2011,1251.780029,1731.99997,37.860001,33.330002,1.378702
11/15/2011,1257.810059,1733.60001,38.43,33.66,1.362416
11/16/2011,1236.910034,1715.09995,39.34,32.82,1.350713
11/17/2011,1216.130005,1671.00006,38.23,30.639999,1.344104
11/18/2011,1215.650024,1676.19995,37.82,31.4,1.345804
11/21/2011,1192.97998,1635,37.59,30.76,1.352997
11/22/2011,1188.040039,1653.09998,37.82,31.889999,1.348436
11/23/2011,1161.790039,1648.30002,37.16,30.93,1.352192
11/25/2011,1158.670044,1633.99994,37.16,30.200001,1.333102
11/28/2011,1192.550049,1666.30005,37.849998,31.27,1.331345
11/29/2011,1195.189941,1668.80005,38.549999,31.030001,1.3317
11/30/2011,1246.959961,1701.30005,38.779999,32,1.33241
12/1/2011,1244.579956,1696.30005,38.610001,31.860001,1.344393
12/2/2011,1244.280029,1698.20007,39.029999,31.65,1.346692
12/5/2011,1257.079956,1673.20007,39.009998,31.049999,1.341904
12/6/2011,1258.469971,1681.79993,39,31.93,1.33867
12/7/2011,1261.01001,1693.99994,38.810001,31.610001,1.341202
12/8/2011,1234.349976,1659.79996,37.779999,30.700001,1.340375
12/9/2011,1255.189941,1663.99994,38.5,31.33,1.334543
12/12/2011,1236.469971,1619.90005,37.880001,30.49,1.337167
